"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"MSPredictor: A Multi-Scale Dynamic Graph Neural Network for Multivariate Time Series Prediction","J. Wan; N. Xia; G. Li; J. Li; J. Wu; X. Pan; M. Lian","College of Computer and Information Science, Hefei University of Technology, Hefei, China; College of Computer and Information Science, Hefei University of Technology, Hefei, China; College of Computer and Information Science, Hefei University of Technology, Hefei, China; Anhui Institute of Information Technology, Wuhu, China; Anhui Institute of Information Technology, Wuhu, China; Anhui Institute of Information Technology, Wuhu, China; Anhui Institute of Information Technology, Wuhu, China",IEEE Transactions on Emerging Topics in Computational Intelligence,"24 Nov 2025","2025","9","6","4243","4257","In the field of multivariate time series prediction, capturing the dynamic relationships and complex cyclical patterns between sequences is key to improving prediction accuracy. To address this challenge, our paper introduces MSPredictor, a multi-scale dynamic graph neural network model, which uses Fast Fourier Transform for multi-scale decoupling in the frequency domain and employs Kolmogorov-Arnold Networks for multi-scale fusion, effectively extracting significant cyclical patterns. By decomposing the original series across different scales, MSPredictor accurately models complex cyclical patterns. To enhance the model's transparency and interpretability, we introduced the ClarityLens explanatory strategy, which employs visualization techniques to make the prediction process more transparent. Specifically, it displays the adjacency matrices learned at different scales, intuitively showing the dynamic correlations between series. We also visualized the proportion of different periods in the prediction results and the specific forecasting performance at each time scale. Extensive testing on multiple real-world datasets has demonstrated that the MSPredictor significantly outperforms existing benchmarks, validating its practicality and high transparency.","2471-285X","","10.1109/TETCI.2025.3548719","Fundamental Research Funds for the Central Universities of China(grant numbers:PA2024GDSK0098,PA2024GDSK0106); Anhui Province Excellent Young Talents Fund Program of Higher Education Institutions(grant numbers:2022AH030159); Ordos Science and Technology Major “Open Bidding for Selecting the Best Candidates” Project(grant numbers:JBGS-2023-002); Wuhu City Science and Technology Research and Development Platform Project(grant numbers:2023pt09); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10945665","Multivariate time series;graph neural networks;multi-scale analysis;Kolmogorov-Arnold networks;explainable AI","Time series analysis;Predictive models;Adaptation models;Graph neural networks;Correlation;Computational modeling;Transformers;Deep learning;Data models;Accuracy","","","","43","IEEE","31 Mar 2025","","","IEEE","IEEE Journals"
"GNN and Encoder Integrated Model for Distributed Solar and Wind Power Forecasting","Q. Wu; Y. Wang; J. Cao; J. Huang; W. Miao","College of Information Engineering Nanjing University Of Finance and Economics, Nanjing, China; College of Information Engineering Nanjing University Of Finance and Economics, Nanjing, China; College of Information Engineering Nanjing University Of Finance and Economics, Nanjing, China; State Grid Jiangsu Electric Power Co., Ltd, Nanjing, China; State Grid Jiangsu Electric Power Co., Ltd, Nanjing, China",2023 6th International Conference on Software Engineering and Computer Science (CSECS),"16 Feb 2024","2023","","","01","09","The integration of large amount of distributed power generation from renewable resources like solar and wind brings new challenges to power forecasting in both short-term and long-term time scales. Distributed power generating units characterized by increased variability and uncertainty among different sites, necessitates collaborative data analysis. And regional variations and simultaneous predictions for multiple sites should also be accounted. This paper proposes a time series forecasting model based on the combination of graph neural network (GNN) and Transformer-Encoder, which is used for long-term and short-term accurate forecasting of renewable energy. It combines temporal convolutional models, graph convolutional neural network, and Transformer-Encoder. This scheme first uses the temporal convolution model to extract short-term and time-dimensional features of time series data, and then replaces the ordinary graph learning layer with Transformer's Encoder layer to further extract the long-term and global features of time series data, and then converts the generated The adjacency matrix is input into the graph convolution module to extract information about its spatial dimensions. Simulation results on an open-source dataset verify that the model is effective and accurate in short-and long-term renewable energy forecasting.","","979-8-3503-0637-8","10.1109/CSECS60003.2023.10428146","Jiangsu Provincial Key Research and Development Program(grant numbers:BE2020001-3); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10428146","Graph Neural Network (GNN);Transformer;Temporal Convolutional Network (TCN);Solar Power Forecasting;Wind Power Forecasting","Renewable energy sources;Time series analysis;Predictive models;Feature extraction;Transformers;Graph neural networks;Forecasting","","","","34","IEEE","16 Feb 2024","","","IEEE","IEEE Conferences"
"Stock price prediction method based on TCN-BiGRU model","L. Zhou; Y. Meng","School of Computer Science and Information Engineering, Shanghai Institute of Technology, Shanghai, China; School of Computer Science and Information Engineering, Shanghai Institute of Technology, Shanghai, China",2023 8th International Conference on Intelligent Informatics and Biomedical Sciences (ICIIBMS),"14 Dec 2023","2023","8","","527","531","Deep learning technology is now applied in many fields. In the financial field, deep learning as an emerging technology is also widely used, such as high-frequency trading, investment portfolio, stock price prediction and risk management. Among them, the most valuable and popular for investors is stock price prediction. In this paper, we adopt a combination model of time convolution network and bidirectional gated recurrent unit for stock prediction. We choose the stock price of Amazon as the target price, use the NASDAQ Composite Index, the US Dollar Index and so on as features, and compare with the baseline model.","2189-8723","979-8-3503-6956-4","10.1109/ICIIBMS60103.2023.10347745","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10347745","TCN;Stock price prediction;Bi-GRU","Deep learning;Predictive models;Microeconomics;Logic gates;Reflection;Macroeconomics;Indexes","","1","","13","IEEE","14 Dec 2023","","","IEEE","IEEE Conferences"
"Spatial-Temporal Aware Inductive Graph Neural Network for C-ITS Data Recovery","W. Liang; Y. Li; K. Xie; D. Zhang; K. -C. Li; A. Souri; K. Li","School of Computer Science and Engineering, Hunan University of Science and Technology, Xiangtan, China; College of Computer Science and Electronic Engineering, Hunan University, Changsha, China; College of Computer Science and Electronic Engineering, Hunan University, Changsha, China; College of Computer Science and Electronic Engineering, Hunan University, Changsha, China; School of Computer Science and Engineering, Hunan University of Science and Technology, Xiangtan, China; Department of Computer Engineering, Haliç University, Istanbul, Turkey; Department of Computer Science, State University of New York, New Paltz, NY, USA",IEEE Transactions on Intelligent Transportation Systems,"2 Aug 2023","2023","24","8","8431","8442","With the prevalence of Intelligent Transportation Systems (ITS), massive sensors are deployed on roadside, vehicles, and infrastructures. One key challenge is imputing several different types of missing entries in spatial-temporal traffic data to meet the high-quality demand of data science applied in Cooperative-ITS (C-ITS) since accurate data recovery is critical to many downstream tasks in ITSs, such as traffic monitoring and decision making. For such, it is proposed in this article solutions to three kinds of data recovery tasks in a unified model via spatial-temporal aware Graph Neural Networks (GNNs), named Spatial-Temporal Aware Data Recovery Network (STAR), enabling a real-time and inductive inference. A residual gated temporal convolution network is designed to permit the proposed model to learn the temporal pattern from long sequences with masks and an adaptive memory-based attention model for utilizing implicit spatial correlation. To further exploit the generalization power of GNNs, a sampling-based method is adopted to train the proposed model to be robust and inductive for online servicing. Extensive numerical experiments on two real-world spatial-temporal traffic datasets are performed, and results show that the proposed STAR model consistently outperforms other baselines at 1.5-2.5 times on all kinds of imputation tasks. Moreover, STAR can support recovery data for 2 to 5 hours, with its performance barely unchanged, and has comparable performance in transfer learning and time-series forecast. Experimental results demonstrate that STAR provides adequate performance and rich features for multiple data recovery tasks under the C-ITS scenario.","1558-0016","","10.1109/TITS.2022.3156266","National Key Research and Development Program of China(grant numbers:2021YFA1000600); National Natural Science Foundation of China(grant numbers:62072170,61976087); Science and Technology Project of Department of Communications of Hunan Provincial(grant numbers:202101); Key Research and Development Program of Hunan Province(grant numbers:2022GK2015); Hunan Provincial Natural Science Foundation of China(grant numbers:2021JJ30141); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9733959","Cooperative intelligent transportation system;data recovery;graph neural network;spatial-temporal","Sensors;Data models;Task analysis;Adaptation models;Numerical models;Intelligent sensors;Graph neural networks","","112","","42","IEEE","14 Mar 2022","","","IEEE","IEEE Journals"
"Dynamic Personalized Graph Neural Ordinary Differential Equation Network for Multivariate Time Series Prediction of Chemical Processes","N. Wang; Y. Cao; L. Wang; F. Luo; X. Li; Y. Han; X. Hu","Key Laboratory of Oil & Gas Business Chain Optimization, CNPC PetroChina Planning and Engineering Institute, Beijing, China; Key Laboratory of Oil & Gas Business Chain Optimization, CNPC PetroChina Planning and Engineering Institute, Beijing, China; PetroChina Dalian Petrochemical Company, Liaoning, China; Key Laboratory of Oil & Gas Business Chain Optimization, CNPC PetroChina Planning and Engineering Institute, Beijing, China; Research Center of Intelligent PSE, Ministry of Education in China, College of Information Science and Technology, Beijing University of Chemical Technology Engineering, Beijing, China; Research Center of Intelligent PSE, Ministry of Education in China, College of Information Science and Technology, Beijing University of Chemical Technology Engineering, Beijing, China; Research Center of Intelligent PSE, Ministry of Education in China, College of Information Science and Technology, Beijing University of Chemical Technology Engineering, Beijing, China",2024 IEEE 13th Data Driven Control and Learning Systems Conference (DDCLS),"5 Aug 2024","2024","","","2044","2049","The prediction of multivariate time series (MTS) has increasingly captured substantial interest in practical domains such as chemical process flow and data analysis, which representing a profoundly challenging task. Numerous traditional MTS forecasting models demand substantial computational resources and may fall short of fulfilling real-time requirements. In this paper, given the intricate interdependencies within and between variables, a novel Multivariate Time Graph Neural Network (MTGNN) integrated with an ordinary differential equation (ODE) (MTGNN-ODE) approach is proposed to address the challenges of MTS prediction in chemical engineering. First, MTGNN represents the dependencies among variables in MTS data using the adjacency matrix to learn of spatio-temporal features. Then, The ODE is utilized to achieve the continuous propagation of the graph structure to a deeper level, and solves the problem of over-smoothing. In comparison with the baselines on a petrochemical process dataset, proposed method demonstrates a 15.6% enhancement in RSE and a 5.1% improvement in CORR. The prediction of key points in the chemical process is of great significance to achieve closed-loop control and real-time optimization of product quality.","2767-9861","979-8-3503-6167-4","10.1109/DDCLS61622.2024.10606557","National Natural Science Foundation of China(grant numbers:62273025); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10606557","Multivariate time series forecasting;Graph structure learning;Graph convolutional networks;multi-scale modeling","Training;Time series analysis;Predictive models;Ordinary differential equations;Real-time systems;Product design;Chemical processes","","1","","16","IEEE","5 Aug 2024","","","IEEE","IEEE Conferences"
"PIDGeuN: Graph Neural Network-Enabled Transient Dynamics Prediction of Networked Microgrids Through Full-Field Measurement","Y. Yu; X. Jiang; D. Huang; Y. Li; M. Yue; T. Zhao","Department of Aerospace Engineering, The Pennsylvania State University, University Park, PA, USA; Department of Electrical Engineering, The Pennsylvania State University, University Park, PA, USA; Department of Aerospace Engineering, The Pennsylvania State University, University Park, PA, USA; Department of Electrical Engineering, The Pennsylvania State University, University Park, PA, USA; Interdisciplinary Science Department, Brookhaven National Laboratory, Upton, NY, USA; Interdisciplinary Science Department, Brookhaven National Laboratory, Upton, NY, USA",IEEE Access,"8 Apr 2024","2024","12","","49464","49475","A Physics-Informed Dynamic Graph Neural Network (PIDGeuN) is presented to accurately, efficiently and robustly predict the nonlinear transient dynamics of microgrids in the presence of disturbances. The graph-based architecture of PIDGeuN provides a natural representation of the microgrid topology. Using only the state information that is practically measurable, PIDGeuN employs a time delay embedding formulation to fully reproduce the system dynamics, avoiding the dependency of conventional methods on internal dynamic states, e.g., of controllers. Based on a judiciously designed message passing mechanism, the PIDGeuN incorporates two physics-informed techniques to improve its predictive performance, including a physics-data-fusion approach to determining the inter-dependencies between buses, and a loss term to enforce the known physical law of the power system, i.e., the Kirchhoff’s law, to ensure the feasibility of the model prediction. Extensive tests show that PIDGeuN can provide accurate and robust prediction of transient dynamics for nonlinear microgrids over a long-term time period. Therefore, the PIDGeuN offers a potent tool for the modeling of large scale networked microgrids (NMs), with potential applications to predictive or preventive control in real time applications for the stable and resilient operations of NMs.","2169-3536","","10.1109/ACCESS.2024.3384457","National Science Foundation(grant numbers:DMS-2229435); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10489968","Graph neural network (GNN);networked microgrids (NMs);transient dynamics;prediction;distributed energy resources (DERs)","Microgrids;Transient analysis;Power system dynamics;Mathematical models;Predictive models;Nonlinear dynamical systems;Data models;Graph neural networks;Distributed power generation","","1","","40","CCBYNCND","3 Apr 2024","","","IEEE","IEEE Journals"
"TCGPN: Temporal-Correlation Graph Pre-trained Network for Stock Forecasting","W. Yan; S. Wang; Y. Tan","Computational Intelligence Laboratory, School of Intelligence Science and Technology, Peking University, Beijing, China; Computational Intelligence Laboratory, School of Intelligence Science and Technology, Peking University, Beijing, China; School of Intelligence Science and Technology Institute for Artificial Intelligence National Key Laboratory of General Artificial Intelligence, Peking University, Beijing, China",2025 International Joint Conference on Neural Networks (IJCNN),"14 Nov 2025","2025","","","1","8","The integration of temporal features and correlations across time series has emerged as an effective strategy in time series prediction. Spatial-Temporal Graph Neural Networks (STGNNs) have demonstrated strong performance on many temporal-correlation forecasting problems. However, their effectiveness and robustness are less satisfactory when applied to tasks that lack periodicity, such as stock market prediction, and they are constrained by memory limitations, rendering them unsuitable for problems with a large number of nodes. To address these challenges, we propose the Temporal-Correlation Graph Pre-trained Network (TCGPN), which utilizes a temporal-correlation fusion encoder for mixed representation and incorporates pre-training methods with carefully designed temporal and correlation tasks. The structure is independent of node number and order, enabling improved outcomes through various data augmentation techniques, and reduces memory consumption during training via multiple sampling strategies. Experiments conducted on real stock market datasets, CSI300, CSI500, NASDAQ and NYSE, demonstrate that fine-tuning a simple MLP in downstream tasks achieves state-of-the-art results, validating TCGPN’s ability to capture robust temporal correlation patterns.","2161-4407","979-8-3315-1042-8","10.1109/IJCNN64981.2025.11228809","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11228809","Spatial-Temporal Graph Neural Network;Pre-training Model;Time Series Forecasting","Training;Correlation;Time series analysis;Memory management;Predictive models;Data augmentation;Robustness;Graph neural networks;Stock markets;Forecasting","","","","33","IEEE","14 Nov 2025","","","IEEE","IEEE Conferences"
"Multiscale Spatio-Temporal Enhanced Short-term Load Forecasting of Electric Vehicle Charging Stations","Z. Zhang; J. Hao; W. Zhao; Y. Liu; Y. Huang; X. Luo","Shenzhen Power Supply Bureau Co., Ltd., Shenzhen, China; Shenzhen Power Supply Bureau Co., Ltd., Shenzhen, China; Electric Power Research Institute, CSG, Guangzhou, China; Shenzhen Power Supply Bureau Co., Ltd., Shenzhen, China; Tsinghua-Berkeley Shenzhen Institute, Tsinghua University, Shenzhen, China; Tsinghua-Berkeley Shenzhen Institute, Tsinghua University, Shenzhen, China",2024 6th Asia Energy and Electrical Engineering Symposium (AEEES),"11 Jun 2024","2024","","","1180","1185","The rapid expansion of electric vehicles (EVs) has rendered the load forecasting of electric vehicle charging stations (EVCS) increasingly critical. The primary challenge in achieving precise load forecasting for EVCS lies in accounting for the nonlinear of charging behaviors, the spatial interactions among different stations, and the intricate temporal variations in usage patterns. To address these challenges, we propose a Multiscale Spatio-Temporal Enhanced Model (MSTEM) for effective load forecasting at EVCS. MSTEM incorporates a multiscale graph neural network to discern hierarchical nonlinear temporal dependencies across various time scales. Besides, it also integrates a recurrent learning component and a residual fusion mechanism, enhancing its capability to accurately capture spatial and temporal variations in charging patterns. The effectiveness of the proposed MSTEM has been validated through comparative analysis with six baseline models using three evaluation metrics. The case studies utilize real-world datasets for both fast and slow charging loads at EVCS in Perth, UK. The experimental results demonstrate the superiority of MSTEM in short-term continuous load forecasting for EVCS.","","979-8-3503-7347-9","10.1109/AEEES61147.2024.10544962","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10544962","loading forecasting;graph neural network;electric vehicle charging stations;time series forecasting","Measurement;Electrical engineering;Load forecasting;Predictive models;Graph neural networks;Electric vehicle charging;Vehicle dynamics","","1","","20","IEEE","11 Jun 2024","","","IEEE","IEEE Conferences"
"Dynamic Spatio-Temporal Attention-Based Graph Neural Network Using Ordinary Differential Equation and Multi-Scale Semantics for Traffic Prediction","Y. Li; W. Peng; J. Chen; H. Xu","HDU-ITMO Joint Institute, Hangzhou Dianzi University (HDU), Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China",IEEE Transactions on Intelligent Transportation Systems,"11 Nov 2025","2025","26","11","19862","19875","In the fields of traffic flow prediction and other intelligent forecasting applications, the technology of multivariate time series forecasting using graph neural networks (GNNs) is receiving growing attention. Although various GNN models based on dynamic graph structures have introduced promising approaches, they still face challenges in adequately capturing spatio-temporal information for traffic forecasting. To address this issue, this paper proposes a novel dynamic spatio-temporal attention-based GNN model using ordinary differential equations (ODEs), termed the dynamic graph ordinary differential equation (DGODE) model. Building upon the prior graph ordinary differential equation (GODE) framework, DGODE employs ODEs to mitigate the over-smoothing problem in GNNs and further incorporates dynamic graph structures to enhance the graph information extraction capabilities of GODE. These enhancements enable DGODE to optimize the integration of ODEs within GNNs, alleviate overfitting, and deepen the mining of spatio-temporal dependencies. The related experimental results demonstrate that, compared with existing baseline models, the proposed DGODE model achieves superior performance in traffic flow prediction with a reduced prediction error rate.","1558-0016","","10.1109/TITS.2025.3612204","National Key Research and Development Program of China(grant numbers:2024YFB3310800); National Natural Science Foundation of China(grant numbers:62572160); Zhejiang Provincial Science and Technology Plan Project(grant numbers:2023C01147); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11198861","Data mining;graph neural networks;neural ordinary differential equation;spatio-temporal;time series;traffic prediction","Autoregressive processes;Semantics;Time series analysis;Predictive models;Mathematical models;Ordinary differential equations;Feature extraction;Adaptation models;Forecasting;Data models","","","","42","IEEE","9 Oct 2025","","","IEEE","IEEE Journals"
"Landslide Deformation Uncertainty Quantification Using Conformalized Graph Neural Networks: A Case Study in Sichuan Province, China","X. Ren; W. Liu; W. Yang; L. Mao; H. Li","Department of Civil Engineering, Sichuan College of Architectural Technology, Deyang, China; Department of Architecture, Sichuan College of Architectural Technology, Deyang, China; Department of Civil Engineering, Sichuan College of Architectural Technology, Deyang, China; Meta Platforms, Inc., Menlo Park, CA, USA; School of Architecture and Civil Engineering, Chengdu University, Chengdu, China",IEEE Access,"23 May 2025","2025","13","","86719","86731","Landslide deformation prediction plays a crucial role in geohazard risk management, yet existing methods often struggle to quantify prediction uncertainties effectively. This paper presents GNN-CF, a novel framework that integrates Graph Neural Networks (GNN) with Conformal Prediction for reliable interval forecasting of landslide deformation. The proposed approach addresses two significant challenges: ensuring valid marginal coverage despite dependencies between calibration (training) and test data, and reducing prediction interval inefficiency while maintaining coverage guarantees. The framework incorporates a topology-aware correction model and employs graph-based regularization terms to enhance prediction accuracy. The methodology is validated using field monitoring data from the Wutong Village landslide in Sichuan Province, China, where six GNSS monitoring points track surface deformation patterns. Experimental results demonstrate that GNN-CF consistently outperforms state-of-the-art (SOTA) methods, including GRU-LUBE, DNLSSM, and SA-DeepAR, achieving superior Prediction Interval Coverage Probability (PICP) while maintaining smaller Prediction Interval Normalized Average Width (PINAW). The framework’s effectiveness in balancing coverage and computational complexity makes it a feasible solution for landslide monitoring applications requiring reliable uncertainty quantification.","2169-3536","","10.1109/ACCESS.2025.3568273","National Natural Science Foundation of China(grant numbers:42407239); Natural Science Foundation of Sichuan Province, China(grant numbers:2023NSFSC0789); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10993416","Landslide deformation;graph neural networks;conformal prediction;interval forecasting;uncertainty quantification","Terrain factors;Deformation;Monitoring;Uncertainty;Graph neural networks;Forecasting;Predictive models;Upper bound;Training;Long short term memory","","1","","33","CCBY","8 May 2025","","","IEEE","IEEE Journals"
"Context Integrated Relational Spatio-Temporal Resource Forecasting","H. Chen; R. A. Rossi; K. Mahadik; H. Eldardiry","Department of Computer Science, Virginia Tech, Blacksburg, USA; Adobe Research, San Jose, USA; Adobe Research, San Jose, USA; Department of Computer Science, Virginia Tech, Blacksburg, USA",2021 IEEE International Conference on Big Data (Big Data),"13 Jan 2022","2021","","","1359","1368","Traditional resource (demand or supply) forecasting models mainly focus on modeling temporal dependency. However, spatio-temporal data include complex non-linear relational and spatial dependencies. In addition, dynamic contextual information also impacts resources. Methods that consider context assume that the impact of context on resources is fixed, which is not realistic. For example, in a bicycle-sharing system, bike supply in stations is affected by the weather, and that effect changes over time. We propose a novel graph-based context integrated relational model, Context Integrated Graph Neural Network (CIGNN), which models temporal, relational, spatial, and dynamic contextual dependencies for multi-step ahead resource forecasting. We define a resource graph, where nodes represent locations with associated resource time-series, and context graphs (one for each type of context), where nodes represent locations with associated contextual time-series. Assuming that various contexts have dynamic impact on resources, our proposed CIGNN model employs a novel fusion mechanism that jointly learns from multiple contextual time-series. To the best of our knowledge, CIGNN is the first approach that integrates dynamic contextual information using graph neural networks for resource forecasting. Empirical results on two real-world datasets demonstrate that CIGNN consistently outperforms state-of-the-art approaches.","","978-1-6654-3902-2","10.1109/BigData52589.2021.9671705","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671705","Demand and supply forecasting;Graph Neural Network;Spatio-temporal time-series analysis","Social networking (online);Time series analysis;Predictive models;Big Data;Dynamic scheduling;Graph neural networks;Data models","","1","","52","IEEE","13 Jan 2022","","","IEEE","IEEE Conferences"
"Long-term Spatio-Temporal Forecasting using Spectral Graph Neural Networks","X. Li; Y. Zheng; Z. Wei; Y. Yuan","Data Science Institute, Shandong University, Jinan, China; Gaoling School of Artificial Intelligence, Renmin University of China, Beijing, China; Gaoling School of Artificial Intelligence, Renmin University of China, Beijing, China; Department of Computer Science, Beijing Institute of Technology, Beijing, China",2025 International Joint Conference on Neural Networks (IJCNN),"14 Nov 2025","2025","","","1","9","Multivariate Time Series (MTS) forecasting is vital in various practical applications. Current research in this area is categorized into Spatial-Temporal Forecasting (STF) and Long-term Time Series Forecasting (LTSF). While these tasks share similarities, the methods and benchmarks used differ significantly. Spatio-Temporal Graph Neural Networks (STGNNs) excel at modeling interrelationships in STF tasks but face difficulties with long sequence inputs due to inefficient training. In contrast, LTSF models handle long sequences well but struggle with capturing complex variable interrelationships. This paper proposes the Spectral Spatio-Temporal Graph Neural Network (S2GNN) to address these challenges, proposing a framework capable of handling long-term spatiotemporal forecasting. S2GNN leverages a decoupled GNN along with an MLP architecture to ensure efficiency. Specifically, it employs spectral GNNs for global feature extraction on an adaptive graph structure; the visualization of the filters resembles a band-rejection shape, indicating the presence of both homophilic and heterophilic relationships between nodes. Additionally, we introduce scale-adaptive node embeddings and cross-correlation embeddings for better differentiation between similar temporal patterns. Extensive experiments on eight public datasets, including STF and LTSF, demonstrate that S2GNN consistently outperforms state-of-the-art models across diverse prediction tasks. Code is available at https://github.com/superarthurlx/S2GNN.","2161-4407","979-8-3315-1042-8","10.1109/IJCNN64981.2025.11229200","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11229200","time series prediction;graph neural network;spatio-temporal prediction","Training;Adaptation models;Filters;Time series analysis;Computer architecture;Predictive models;Feature extraction;Graph neural networks;Spatiotemporal phenomena;Forecasting","","","","43","IEEE","14 Nov 2025","","","IEEE","IEEE Conferences"
"App Popularity Prediction by Incorporating Time-Varying Hierarchical Interactions","Y. Zhang; J. Liu; B. Guo; Z. Wang; Y. Liang; Z. Yu","School of Computer Science, Northwestern Polytechnical University, Xi'an, China; School of Computer Science, Northwestern Polytechnical University, Xi'an, China; School of Computer Science, Northwestern Polytechnical University, Xi'an, China; School of Computer Science, Northwestern Polytechnical University, Xi'an, China; School of Computer Science, Northwestern Polytechnical University, Xi'an, China; School of Computer Science, Northwestern Polytechnical University, Xi'an, China",IEEE Transactions on Mobile Computing,"4 Apr 2022","2022","21","5","1566","1579","App popularity prediction is a significant task in mobile service development, which predicts an app's future popularity based on its current behaviors. It provides benefits from app development to targeted investment. Popularity is affected by two factors, i.e., internal ones like reviews and external ones like interaction among apps. However, most related studies only explore internal factors but neglect external ones. In fact, external factor plays an important role in popularity prediction modelling since it is the promoting and/or inhibiting influence resulted by app interaction. The app interaction has two major characteristics, i.e., interactivity and dynamicity, which brings challenges to app popularity prediction due to two reasons: 1) interactivity—it is hard to evaluate the existence and influence intensity of interactions; 2) dynamicity—the nature of interaction influence, e.g., promoting or inhibiting, and its intensity on popularity change with time. In this paper, we propose DeePOP, a popularity prediction model that innovatively leverages time-varying hierarchical interactions. First, we propose Hierarchical Interaction Graph, which is first studied in this work, to organically characterize the relationship and influence among apps. Second, DeePOP integrates internal factors and time-varying hierarchical interactions as inputs to build the prediction model. It develops multi-level modules based on Recurrent Neural Network with attention mechanism and generates multi-step time series predictions by fusing the outputs of modules. Experiments on a real-world dataset show that DeePOP outperforms state-of-the-art methods in prediction accuracy, effectively reducing the Root Mean Square Error (RMSE) to 0.088.","1558-0660","","10.1109/TMC.2020.3029718","National Key Research and Development Program of China(grant numbers:2017YFB1001803); National Natural Science Foundation of China(grant numbers:62032020,61772428,61725205); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9217945","App popularity prediction;hierarchical interaction graph;neural network;attention mechanism","Predictive models;Computational modeling;Adaptation models;Task analysis;Google;Analytical models;Correlation","","11","","33","IEEE","8 Oct 2020","","","IEEE","IEEE Journals"
"Pre-trained Multivariate Time Series Graph Neural Networks for Wind Power Forecasting","T. Li; D. Wang; G. Sun","College of Information Science and Engineering, Northeastern University, Shenyang, China; College of Information Science and Engineering, Northeastern University, Shenyang, China; Yantai Power Supply Company of State Grid Shandong Electric Power Company, Yantai, China",2023 5th International Conference on Smart Power & Internet Energy Systems (SPIES),"25 Mar 2024","2023","","","210","215","Wind power is an important part of the future energy transition, and improving the accuracy of wind power forecasting tasks can significantly enhance the security, stability and economics of the grid. Despite continuous advances in wind power forecasting methods, they still have limitations such as insufficient forecast accuracy, excessive model complexity and unstable predictions. In this research, we propose a wind power forecasting model that integrates the masked autoencoders (MAE) pre-training method with the Spatio-Temporal Graph Neural Networks (STGNN). First, we constructed a pre-training model called Wind Power Forecasting with Masked Autoencoders (WPFMAE), which is designed to extract long-term wind power output patterns using an autoencoder structure with a high masking rate. This information provides contextual information for the downstream Multi-Temporal Graph Neural Network (MTGNN), which learns the temporal dependencies of wind power output while capturing its spatio-temporal correlation. The effectiveness of the proposed method is validated using data from real wind farms. The results indicate that the developed model can effectively learn long-term variation patterns in wind power data and provides superior accuracy compared to other models tested. In addition, the model maintains a concise and competent structure, which provides clear advantages.","","979-8-3503-7174-1","10.1109/SPIES60658.2023.10474659","National Natural Science Foundation of China(grant numbers:52077027); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10474659","wind power forecasting;masked autoencoders;pre-training model;multivariate time series graph neural network","Time series analysis;Wind power generation;Predictive models;Data models;Graph neural networks;Wind turbines;Complexity theory","","1","","14","IEEE","25 Mar 2024","","","IEEE","IEEE Conferences"
