"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"STCA-LLM: Spatial–Temporal Cross-Attention Large Language Model for Wind Speed Forecasting","C. Zhou; Y. Wang; J. Ma; Q. Jin","School of Telecommunications and Information Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China; School of Telecommunications and Information Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China; Faculty of Computer and Information Sciences, Hosei University, Chiyoda, Japan; Department of Human Informatics and Cognitive Sciences, Waseda University, Shinjuku, Japan",IEEE Internet of Things Journal,"24 Oct 2025","2025","12","21","45411","45422","Accurately forecasting wind speed is crucial for efficiently utilizing the renewable energy, stabilizing the energy system and advancing the progress of the decarbonization of our society. However, due to its inherently temporal volatility and intermittency, accurate wind speed forecasting in a wind farm is challenging. Recently, large language models (LLMs) have demonstrated notable performance in abundant natural language processing and computer vision tasks. However, the conventional LLMs fail to learn the complex spatial and temporal correlations of the wind speed data at multiple turbines in a wind farm, which makes wind speed forecasting cannot fully benefit from the significant breakthroughs of LLM. To fill in this gap, we propose a novel spatial–temporal cross-attention LLM framework for wind speed forecasting, namely, spatial–temporal cross-attention LLM (STCA-LLM), composed of alignment phase, and fine-tuning phase. In detail, our contributions are given as follows. First, the alignment phase aligns the general-purpose LLM with task-specific data, i.e., training the LLM with wind speed data. Second, in the fine-tuning phase, two representation learning modules, i.e., convolution network and graph neural network (GNN) are, respectively used to extract temporal features of intra time series in each turbine, and the correlation of inter time-series at multiple turbines in a wind farm. Moreover, the cross-attention module is innovatively proposed to establish the connections between spatial and temporal embeddings. Then, the spatial–temporal representation modules and the aligned LLM are fine-tuned in two-stage way. Finally, thorough experiments on real wind speed dataset demonstrate that our proposed STCA-LLM outperforms state-of-the-art time series forecasting models, including Transformer-based models, spatial–temporal GNN-based models, and pertained LLM-based models. Our code is available at: https://github.com/Justinzzcj/STCA-LLM.","2327-4662","","10.1109/JIOT.2025.3599836","JiangSu Provincial Key Research and Development Program(grant numbers:BE2020084-1); QingLan Project of Jiangsu Province; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11129036","graph attention network (GAT);large language model (LLM);spatial–temporal cross-attention;wind speed forecasting","Forecasting;Wind speed;Time series analysis;Predictive models;Transformers;Feature extraction;Correlation;Wind forecasting;Data models;Wind farms","","","","37","IEEE","18 Aug 2025","","","IEEE","IEEE Journals"
"NRL4AQF: Noise-Resistant Learning for Long-Sequence Air Quality Forecasting using Cross-Time Embedding","V. Nguyen; T. Vo","Thu Dau Mot University, Binh Duong, Vietnam; Faculty of Information Technology, Nguyen Tat Thanh University, Ho Chi Minh City, Vietnam",2024 International Conference on Advanced Technologies for Communications (ATC),"7 Mar 2025","2024","","","779","784","Recently, deep learning (DL) has greatly advanced data analysis, including time-series forecasting. Recurrent neural networks (RNNs) are commonly used for DL-based forecasting, but they face limitations in capturing complex, long-range dependencies, especially with cross-dimensional input data. To address these challenges, transformer-based architectures have been introduced, offering improved performance for long-range predictions. However, they still struggle with modeling long input sequences and managing noise in temporal feature learning. To overcome these issues, we propose the NRL4AQF (Noise-Resistant Learning for Air Quality Forecasting) model, a novel denoising transformer-based approach for time-series forecasting. By combining cross-dimensional transformer-based embeddings with a radial basis function neural network (RBFNN), NRL4AQF effectively reduces noise and captures more accurate temporal patterns. Applied to long-sequence air quality forecasting, the model achieves superior results compared to traditional and state-of-the-art DL techniques, as demonstrated by experiments on a real-world dataset.","2162-1039","979-8-3503-5398-3","10.1109/ATC63255.2024.10908270","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10908270","air quality forecasting;transformer-based models;time-series forcasting;cross-time embedding;noise-resistant","Representation learning;Recurrent neural networks;Atmospheric modeling;Noise;Noise reduction;Radial basis function networks;Predictive models;Air quality;Transformers;Forecasting","","1","","18","IEEE","7 Mar 2025","","","IEEE","IEEE Conferences"
"Is Single Enough? A Joint Spatiotemporal Feature Learning Framework for Multivariate Time Series Prediction","K. Yuan; K. Wu; J. Liu","Guangzhou Institute of Technology, Xidian University, Guangzhou, China; School of Artificial Intelligence, Xidian University, Xi’an, China; Guangzhou Institute of Technology, Xidian University, Guangzhou, China",IEEE Transactions on Neural Networks and Learning Systems,"4 Apr 2024","2024","35","4","4985","4998","A fuzzy cognitive map (FCM) is a simple but effective tool for modeling and predicting time series. This article focuses on the problem of multivariate time series prediction (TSP), which is essential and challenging in data mining. Although several FCM-based approaches have been designed to solve this problem, their feature extraction module designed for single mode falls short in capturing the nonlinear spatiotemporal dependencies among variates, thereby resulting in low prediction accuracy in forecasting multivariate time series, which shows that the single mode learning is not enough. Therefore, in this article, we propose a joint spatiotemporal feature learning framework for multivariate TSP, where a mix-resolution spatial module consisting of multiple sparse autoencoders (SAEs) is designed to extract the feature series with different spatial resolutions, and a mix-order spatiotemporal module concluding multiple high-order FCMs (HFCMs) is designed to model the spatiotemporal dynamics of these feature series. Finally, the outputs of the two modules are concatenated to predict future values. We refer to this framework as the spatiotemporal FCM (STFCM). Especially, an efficient learning algorithm is designed to update the integral weights of STFCM based on the batch gradient descent algorithm when it deems necessary. We validate the performance of the STFCM on four real-world datasets. Compared with the existing state-of-the-art (SOTA) methods, the experimental results not only show the advantages of the two designed modules in the STFCM but also show the excellent performance of the STFCM.","2162-2388","","10.1109/TNNLS.2022.3216107","Key Project of Science and Technology Innovation 2030 through the Ministry of Science and Technology of China(grant numbers:2018AAA0101302); National Natural Science Foundation of China(grant numbers:62206205); Zhejiang Laboratory’s International Talent Fund for Young Professionals; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9938413","Fuzzy cognitive maps (FCMs);fuzzy neural network;multivariate time series prediction (TSP);sparse autoencoder (SAE);spatiotemporal feature","Time series analysis;Feature extraction;Spatiotemporal phenomena;Correlation;Representation learning;Predictive models;Prediction algorithms","","14","","55","IEEE","3 Nov 2022","","","IEEE","IEEE Journals"
"A Survey on Time-Series Pre-Trained Models","Q. Ma; Z. Liu; Z. Zheng; Z. Huang; S. Zhu; Z. Yu; J. T. Kwok","School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong, SAR, China",IEEE Transactions on Knowledge and Data Engineering,"12 Nov 2024","2024","36","12","7536","7555","Time-Series Mining (TSM) is an important research area since it shows great potential in practical applications. Deep learning models that rely on massive labeled data have been utilized for TSM successfully. However, constructing a large-scale well-labeled dataset is difficult due to data annotation costs. Recently, pre-trained models have gradually attracted attention in the time series domain due to their remarkable performance in computer vision and natural language processing. In this survey, we provide a comprehensive review of Time-Series Pre-Trained Models (TS-PTMs), aiming to guide the understanding, applying, and studying TS-PTMs. Specifically, we first briefly introduce the typical deep learning models employed in TSM. Then, we give an overview of TS-PTMs according to the pre-training techniques. The main categories we explore include supervised, unsupervised, and self-supervised TS-PTMs. Further, extensive experiments involving 27 methods, 434 datasets, and 679 transfer learning scenarios are conducted to analyze the advantages and disadvantages of transfer learning strategies, Transformer-based models, and representative TS-PTMs. Finally, we point out some potential directions of TS-PTMs for future work.","1558-2191","","10.1109/TKDE.2024.3475809","National Natural Science Foundation of China(grant numbers:62272173); Natural Science Foundation of Guangdong Province(grant numbers:2024A1515010089,2022A1515010179); Science and Technology Planning Project of Guangdong Province(grant numbers:2023A0505050106); Fundamental Research Funds for the Central Universities(grant numbers:2024ZYGXZR104); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10706809","Time-series mining;pre-trained models;deep learning;transfer learning;transformer","Time series analysis;Data models;Deep learning;Transformers;Forecasting;Surveys;Transfer learning;Convolutional neural networks;Computational modeling;Predictive models","","40","","196","IEEE","7 Oct 2024","","","IEEE","IEEE Journals"
"CATS: Contrastive learning for Anomaly detection in Time Series","J. R. Ky; B. Mathieu; A. Lahmadi; R. Boutaba","Orange Innovation Lannion; Orange Innovation Lannion; Université de Lorraine, CNRS, Nancy, France; David R. Cheriton School of Computer Science, University of Waterloo",2024 IEEE International Conference on Big Data (BigData),"16 Jan 2025","2024","","","1352","1359","Anomaly detection (AD) plays a critical role in a wide variety of big data applications, including cybersecurity, monitoring, and network systems. It consists in finding patterns in time series data that indicate unexpected events such as faults or defects. Traditional AD approaches, predominantly based on reconstruction techniques, often yield suboptimal performance, particularly when anomalies are present in the training set. Conversely, contrastive learning (CL) has shown significant performance in image processing tasks and is increasingly applied in time series data classification and forecasting. However, traditional CL frameworks are not well-adapted for time series AD due to two key challenges. First, AD is typically performed only on normal instances, and thus CL does not benefit from knowledge about anomalous instances. Second, the temporal nature of time series data is often neglected when computing time series similarity, thereby hindering the effective learning of time series representation.To overcome these limitations, we propose CATS, a novel approach that leverages a temporal similarity measure to learn time series representations. Moreover, through negative data augmentation, CATS generates a more realistic distribution of anomalies, which enables anomaly-informed CL. Extensive experiments conducted on six real-world datasets demonstrate that CATS outperforms existing AD methods. Our results highlight the efficacy of CATS in enhancing time series AD performance in big data environment across various application domains.","2573-2978","979-8-3503-6248-0","10.1109/BigData62323.2024.10825476","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10825476","anomaly detection;time series;cloud gaming;contrastive learning","Training;Time series analysis;Contrastive learning;Data augmentation;Time measurement;Forecasting;Anomaly detection;Monitoring;Image reconstruction;Network systems","","1","","42","IEEE","16 Jan 2025","","","IEEE","IEEE Conferences"
"Intraday Wind Power Forecasting by Ensemble of Overlapping Historical Numerical Weather Predictions","Y. Zhao; S. Pan; Y. Chen; H. Liao; Y. Zheng; L. Ye","College of Information and Electrical Engineering, China Agricultural University, Beijing, China; College of Information and Electrical Engineering, China Agricultural University, Beijing, China; College of Information and Electrical Engineering, China Agricultural University, Beijing, China; College of Information and Electrical Engineering, China Agricultural University, Beijing, China; College of Information and Electrical Engineering, China Agricultural University, Beijing, China; College of Information and Electrical Engineering, China Agricultural University, Beijing, China",IEEE Transactions on Sustainable Energy,"21 Mar 2025","2025","16","2","1315","1328","The numerical weather prediction (NWP) is crucial to improve intraday wind power forecasting (WPF) accuracy. However, conventional WPF methods relied solely on a latest reported single NWP, overlooking hidden information from sequentially reported multiple historical NWPs that are partially overlapped over time. Additionally, it's challenging to tackle intraday WPF as it involves both ultra-short-term and short-term horizons with different characteristics. Therefore, a novel spatio-temporal representation learning network is proposed for intraday WPF by ensemble of overlapping historical NWPs. Initially, an integrated mask-reconstruction representation learning pretraining strategy is employed to extract hidden representations of historical wind power measurements and overlapping historical NWPs, providing contextual information for the subsequent intraday WPF task. Then, the output layer is trained and end-to-end fine-tuning of the entire network is conducted to adapt to the specific forecasting task. Moreover, a multi-task learning strategy based on hard parameter sharing is adopted to ensure balanced predictive accuracy across each of forecasted wind farms. Case study and detailed ablation tests based on 5 real-world wind farms demonstrate that the proposed method enhances the forecasting accuracy of most wind farms by leveraging spatio-temporal correlation, achieving the best average performance across all time horizons compared to the baseline models.","1949-3037","","10.1109/TSTE.2024.3521384","National Natural Science Foundation of China(grant numbers:52207144); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10812675","Intraday wind power forecasting;spatio-temporal correlation;overlapping historical NWPs;representation learning","Wind power generation;Correlation;Wind farms;Accuracy;Power measurement;Forecasting;Wind speed;Wind forecasting;Representation learning;Spatiotemporal phenomena","","2","","42","IEEE","23 Dec 2024","","","IEEE","IEEE Journals"
"Self-Supervised Generative Pre-Trained Model with a Learnable Mask Network for Industrial Time Series Prediction","C. Wang; H. Wang; Q. Liu","College of Electronic and Information Engineering, Tongji University, Shanghai, China; College of Electronic and Information Engineering, Tongji University, Shanghai, China; College of Electronic and Information Engineering, Tongji University, Shanghai, China","2024 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","20 Jan 2025","2024","","","1901","1906","Industrial time series prediction (ITSP) is an indispensable part of predictive control in modern industry. Recently, supervised deep learning-based methods have provided solutions with sufficient annotated data. However, there is massive unlabeled data with complex temporal features in modern industrial production, resulting in poor performance of these methods. To address this problem, a self-supervised generative pre-trained model with a learnable mask network (SSGPM-LMN) is proposed in this paper. First, the multivariate time series are made into patches channel-independently. Then, these patches are fed into a Transformer encoder with the learnable mask-reconstruction paradigm, drawing mask indices with high temporal features by calculating the cosine similarity in low-dimensional feature space to better learn general representations. Furthermore, a two-step fine-tuning strategy, including linear probing and full fine-tuning, is adopted for various downstream scenarios. Finally, extensive experimental results on case studies of ITSP and transfer learning indicate that our SSGPM-LMN achieves superior performance.","","978-1-6654-1020-5","10.1109/SMC54092.2024.10831502","National Natural Science Foundation of China(grant numbers:62273261); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10831502","","Representation learning;Industries;Time series analysis;Transfer learning;Self-supervised learning;Production;Predictive models;Transformers;Data models;Predictive control","","","","22","IEEE","20 Jan 2025","","","IEEE","IEEE Conferences"
"Self-Supervised Time Series Classification Method Based on FRFT Cross-Channel Fusion","Z. Sun; Y. Wang; M. Wang; C. Jiang; Y. Wan","School of Information Science and Engineering, East China University of Science and Technology, Shanghai, China; School of Information Science and Engineering, East China University of Science and Technology, Shanghai, China; School of Information Science and Engineering, East China University of Science and Technology, Shanghai, China; School of Information Science and Engineering, East China University of Science and Technology, Shanghai, China; School of Information Science and Engineering, East China University of Science and Technology, Shanghai, China",2025 International Joint Conference on Neural Networks (IJCNN),"14 Nov 2025","2025","","","1","8","Recently, self-supervised representation learning has been widely applied to various time series tasks (e.g., electric device classification). However, building models for large-scale time series classification remains challenging due to the high cost of labeling time series data, which requires specialized expertise. Additionally, many datasets consist solely of unlabeled data or contain only a small number of labeled samples. Existing solutions for traditional time series tasks are not directly applicable to modern complex temporal problems due to two unique characteristics: (i) long-term temporal dependencies and (ii) complex cross-channel interactions. To address these challenges, we propose TC-FrC, a self-supervised time series classification model that leverages seasonal-trend decomposition for data augmentation and incorporates contrastive losses based on both temporal features and the Fractional Fourier Transform (FRFT). Specifically, we: (i) design a sparse attention mechanism within the temporal contrastive module to enhance feature extraction and improve robustness in long-term time series data, (ii) introduce a seasonal-trend decomposition approach to mitigate inter-class feature confusion, and (iii) develop a cross-channel FRFT-based feature fusion module, which transforms contextual features from the time domain to the fractional domain. We extensively evaluate TC-FrC on seven publicly available datasets, including HAR, Sleep-EDF, and Epilepsy, among others. Experimental results demonstrate that our method outperforms state-of-the-art baselines across various evaluation metrics.","2161-4407","979-8-3315-1042-8","10.1109/IJCNN64981.2025.11229038","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11229038","self-supervised learning;time series classification;FRFT;contrastive learning;cross-channel fusion","Adaptation models;Time-frequency analysis;Time series analysis;Contrastive learning;Feature extraction;Brain modeling;Robustness;Data models;Human activity recognition;Time-domain analysis","","","","33","IEEE","14 Nov 2025","","","IEEE","IEEE Conferences"
"Multi-Dimensional Series Forecasting for Multi-Node Microservices: Leveraging Specialized Embedding in LLMs","L. Cheng; J. Ge; Q. Lv; T. Li; B. Wu","Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China",2025 IEEE International Conference on High Performance Computing and Communications (HPCC),"31 Oct 2025","2025","","","80","86","Currently, time series prediction in microservice systems suffers from inaccurate forecasts due to the complex interdependencies and highly dynamic workload characteristics. Traditional small-scale models struggle to understand the temporal patterns embedded within multi-dimensional metrics, leading to suboptimal performance. The advent of large language models (LLMs) offers a promising solution, as their powerful representation learning capabilities can effectively capture these complex temporal patterns. In this study, we propose a novel approach tailored for multi-dimensional time series forecasting in microservice environments. Our method leverages specialized embedding techniques that combine dynamic receptive field convolution and adaptive attention masks to capture temporal dependencies and feature relationships across multiple nodes. Additionally, we fine-tune a pre-trained LLaMA model to enhance its applicability for time series forecasting within microservice contexts. Experimental results demonstrate that our approach achieves higher prediction accuracy compared to baseline methods in different datasets. This research's achievements in time series forecasting provide new insights for downstream tasks such as resource allocation and fault prediction.","","979-8-3315-6874-0","10.1109/HPCC67675.2025.00030","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11207479","microservice;workloads prediction;time series forecast;large language model;fine-tuning;embedding","Representation learning;Measurement;Convolution;Large language models;High performance computing;Time series analysis;Microservice architectures;Predictive models;Resource management;Forecasting","","","","23","IEEE","31 Oct 2025","","","IEEE","IEEE Conferences"
"Adaptive Graph Convolution Neural Differential Equation for Spatio-Temporal Time Series Prediction","M. Han; Q. Wang","Key Laboratory of Intelligent Control and Optimization for Industrial Equipment of Ministry of Education, Dalian University of Technology, Dalian, Liaoning, China; Faculty of Electronic Information and Electrical Engineering, Dalian University of Technology, Dalian, Liaoning, China",IEEE Transactions on Knowledge and Data Engineering,"1 May 2025","2025","37","6","3193","3204","Multivariate time series prediction has aroused widely research interests during decades. However, the spatial heterogeneity and temporal evolution characteristics bring much challenges for high-dimensional time series prediction. In this paper, a novel adaptive graph convolution module is introduced to automatically learn the spatial correlation of multivariate time series and a Koopman-based neural differential equation is proposed to simulate the nonlinear system state evolution. In detail, the correlation between multivariate time series is revealed by the consine similarity of node embedding to infer the potential relationship between nodes and the spatio-temporal feature fusion module is utilized. The LSTM-based network is adopted as Koopman operator to reveal the latent states of spatio-temporal time series and the reversible assumption is imposed on the Koopman operator. Furthermore, the Euler-trapezoidal integration are utilized to simulate the temporal dynamics and multiple-step prediction is carried out in the latent space from the perspective of dynamical differential equation. The proposed model could explicitly discover the spatial correlation by adaptive graph convolution and reveal the temporal dynamics by neural differential equation, which make the modeling more interpretable. Simulation results show the effectiveness on spatio-temporal dynamic discovery and prediction performance.","1558-2191","","10.1109/TKDE.2024.3383895","National Natural Science Foundation of China(grant numbers:62173063); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10487888","Multivariate time series;dynamical system;spatial-temporal fusion;graph structure learning","Time series analysis;Predictive models;Feature extraction;Mathematical models;Convolution;Correlation;Data mining","","3","","42","IEEE","2 Apr 2024","","","IEEE","IEEE Journals"
"Research on Commodities Constraint Optimization Based on Graph Neural Network Prediction","Z. Yang; Z. Zhihan; L. Haiying; Z. Weiyi; D. Qian; T. Mingjie","China Tobacco Si Chuan Industrial Company Ltd., Chengdu, China; Southwestern University of Finance and Economics, Chengdu, China; Zhong ke Zhidao Technology Company Ltd., Beijing, China; China Tobacco Si Chuan Industrial Company Ltd., Chengdu, China; China Tobacco Si Chuan Industrial Company Ltd., Chengdu, China; Sichuan University, Chengdu, China",IEEE Access,"29 Aug 2023","2023","11","","90131","90142","Business intelligence makes good sale prediction crucial in any commercial activity as it has a significant impact on production and supply plan. However, practical commercial data presents explicit constraints, that how to get the optimal forecasts of commodity sales under the constraints is a vital problem many researchers face. The present research proposes a prediction model which combines graph convolution neural network and node bipartite graph. Firstly, the node bipartite graph algorithm is used to merge the constraint graph and the store graph, obtaining the “store-constraint bipartite graph”. Secondly, a graph convolutional neural network integrating GRU and AR is utilized to extract temporal features (X). Finally, a fully connected network is applied to predict the optimal solution (Y) after constraint optimization. The former can effectively learn complex features of stores, meanwhile, the later combines the constraint conditions with the store, which can effectively predict the sales of goods under the constraint conditions. In terms of model performance, we compared the proposed model with the classical method such as SVR, LSTM, ARIMA. RMSE, MSE, MAE and MAPE are used for evaluation indexes, and the results show that MAPE for one month’s sales of some product from both datasets is 7.75%.","2169-3536","","10.1109/ACCESS.2023.3302923","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10210412","Graph convolutional networks;constraint optimization;graph representation learning;sales prediction;business intelligence","Convolution;Predictive models;Optimization;Data models;Constraint optimization;Linear programming;Feature extraction;Graph neural networks;Convolutional neural networks;Representation learning;Business intelligence","","1","","27","CCBYNCND","7 Aug 2023","","","IEEE","IEEE Journals"
"SMCL: Towards Semi-Supervised Automatic Modulation Recognition via Semantic Mask Contrastive Learning","Y. Li; H. Tan; H. Miao; Z. Zhang; X. Shi; F. Zhou","School of Electronic Engineering, Xidian University, Xi’an, China; School of Electronic Engineering, Xidian University, Xi’an, China; School of Electronic Engineering, Xidian University, Xi’an, China; School of Electronic Engineering, Xidian University, Xi’an, China; School of Electronic Engineering, Xidian University, Xi’an, China; School of Aeropace Science and Technology, Xidian University, Xi’an, China",IEEE Internet of Things Journal,"","2025","PP","99","1","1","Automatic modulation recognition (AMR) is essential for ensuring the physical-layer security for Internet of things (IoT) networks. Despite advancements in deep learning, most current AMR methods rely heavily on a large number of labeled samples to achieve high recognition accuracy. However, acquiring labeled samples can be costly and impractical in many real-world scenarios due to privacy concerns and economic constraints. In contrast, unlabeled data is often abundant and readily available. This paper presents a novel semi-supervised AMR framework that addresses the challenge of label scarcity by leveraging semantic mask contrastive learning (SMCL). Through a self-supervised modulation semantic mask contrastive prediction task within IQ sequence, our method learns subtle modulation features directly from unlabeled radio signals. It is important to note that SMCL requires neither data augmentation nor representation domain transformation. Sufficient experiments on public datasets have demonstrated our method outperforms existing semi-supervised and supervised methods when using the same number of labeled samples. SMCL effectively enables the representation learning of unlabeled radio signals, overcoming the limitations posed by the lack of sufficient labeled data and providing a solid technical foundation for the development of signal-based IoT large language models (IoT-LLMs).","2327-4662","","10.1109/JIOT.2025.3630897","Postdoctoral Science Research Projects of Shaanxi Province(grant numbers:2018BSHEDZZ39); Joint Fund of Ministry of Education(grant numbers:6141A02022367); China Postdoctoral Science Foundation(grant numbers:2016M602775); Fundamental Research Runds for the Central Universities(grant numbers:XJS210210); National Natural Science Foundation of China(grant numbers:62001350); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11235940","Modulation recognition;cognitive radio;contrastive learning;semi-supervised learning;semantic mask;representation learning","Internet of Things;Contrastive learning;Training;Data augmentation;Semantics;Accuracy;Time series analysis;Predictive models;Feature extraction;Representation learning","","","","","IEEE","10 Nov 2025","","","IEEE","IEEE Early Access Articles"
"A Novel Discrete Time Series Representation With De Bruijn Graphs for Enhanced Forecasting Using TimesNet","M. Onur Cakiroglu; H. Kurban; E. Buxton; M. Dalkilic","Department of Computer Science, Indiana University Bloomington, Bloomington, IN, USA; College of Science and Engineering, Hamad Bin Khalifa University, Doha, Qatar; Department of Computer Science, University of Illinois Springfield, Springfield, IL, USA; Department of Computer Science, Indiana University Bloomington, Bloomington, IN, USA",IEEE Access,"22 Jul 2025","2025","13","","123182","123198","In this paper, we present a novel method for advancing time series forecasting by representing discretized time series data through de Bruijn Graphs (dBGs). This method harnesses the capability of dBGs to encapsulate and project future states from historical sequences, thus enhancing predictive analytics in time series. Our approach is multi-faceted, involving: 1) encoding time series data as a dBG; 2) the application of graph representation learning, specifically struct2vec, to distill salient features from dBG constructed from time series and 3) the seamless integration of these extracted features into the state of the art TimesNet model to bolster short-term forecasting accuracy. Empirical evaluations conducted on the M4 datasets illustrate that our approach not only maintains the intrinsic dynamics of the time series but also achieves notable improvements in forecasting performance across diverse datasets. All the code developed for this study can be found at: https://github.com/KurbanIntelligenceLab/dBGTime-Series-Library","2169-3536","","10.1109/ACCESS.2025.3588507","Qatar National Library; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11079555","Time series analysis;De Bruijn graph;TimesNet;graph embeddings","Time series analysis;Forecasting;Feature extraction;Predictive models;Data models;Transformers;Encoding;Computational modeling;Accuracy;Training","","","","56","CCBY","14 Jul 2025","","","IEEE","IEEE Journals"
"A Multilevel Deep Fusion Framework for FeO Content Prediction in Sintering Process","S. Wei; X. Zhang; R. Hu; B. He; C. Yang; Z. Song","Zhejiang University, Hangzhou, China; Zhejiang University, Hangzhou, China; Zhejiang University, Hangzhou, China; Zhejiang University, Hangzhou, China; Zhejiang University, Hangzhou, China; Zhejiang University, Hangzhou, China",2024 China Automation Congress (CAC),"13 Feb 2025","2024","","","3423","3428","Iron ore sintering is a critical procedure in steel production, and the content of ferrous oxide (FeO) in the finished sinter directly reflects sintering quality. This key indicator is commonly obtained by data-driven soft sensor modeling technology. However, existing methods struggle to fully utilize the multisource and heterogeneous characteristics of the sintering dataset, and this may limit the improvement of FeO prediction accuracy. To address this issue, this paper proposes a multilevel deep fusion framework (MDFF) for detecting FeO content in the sintering process. This novel framework integrates a multilevel fusion of multisource heterogeneous data, i.e., data-level, feature-level, and decision-level. First, shallow features are extracted from images based on expert experience for data-level fusion. Then, multiscale encoding network and shared representation learning network are used for feature extraction and fusion. Finally, the prediction results of shared representations and modality-specific features are combined at the decision level to realize real-time sensing of FeO content. The proposed MDFF fully exploits the intrinsic correlations between multisource information at multiple levels, and experimental results on real sintering datasets further prove its accuracy and stability.","2688-0938","979-8-3503-6860-4","10.1109/CAC63892.2024.10864891","National Natural Science Foundation of China(grant numbers:61933013); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10864891","multisource heterogeneous data fusion;soft sensor;ferrous oxide content prediction;iron ore sintering process","Representation learning;Accuracy;Soft sensors;Time series analysis;Sintering;Predictive models;Feature extraction;Stability analysis;Real-time systems;Steel","","","","19","IEEE","13 Feb 2025","","","IEEE","IEEE Conferences"
"Energy usage prediction with ensemble graph convolutional recurrent neural networks: case study of Greek islands","G. Vontzos; V. Laitsos; P. Paraschoudis; D. Bargiotas","Department of Electrical and Computer Engineering, University of Thessaly, Volos, Greece; Department of Electrical and Computer Engineering, University of Thessaly, Volos, Greece; Department of Energy Systems, University of Thessaly, Larissa, Greece; Department of Electrical and Computer Engineering, University of Thessaly, Volos, Greece","14th Mediterranean Conference on Power Generation Transmission, Distribution and Energy Conversion (MEDPOWER 2024)","6 Mar 2025","2024","2024","","324","329","This study investigates the use of graph convolutional and recurrent neural networks to forecast energy consumption on five Greek islands. The model is trained on historical energy usage data, using graph convolutional networks (GCNs) with graphs constructed from power production and their geographical location which their results are averaged. The evaluation metrics mean absolute error (MAE), mean squared error (MSE), and mean absolute percentage error (MAPE) were utilised to measure the accuracy of the proposed prediction algorithms. The results show that all the suggested EGCRNN models with LSTM, Bi-LSTM, and GRU demonstrated excellent performance, strong model fit, and enhanced predictions of energy consumption. In particular, models which utilise long-short term memory (LSTM) and gated recurrence units (GRU) followed with better prediction in one model each, Thira and Rhodes, respectively.","","978-1-83724-268-9","10.1049/icp.2024.4680","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10916301","","","","","","","","6 Mar 2025","","","IET","IET Conferences"
