type,id,abstract,address,articleno,author,booktitle,doi,isbn,issn,issue_date,journal,keywords,location,note,number,numpages,pages,publisher,series,title,url,volume,year
article,10.14778/3734839.3734862,"Traffic flow forecasting is a critical spatio-temporal data mining task with wide-ranging applications in intelligent route planning and dynamic traffic management. Recent advancements in deep learning, particularly through Graph Neural Networks (GNNs), have significantly enhanced the accuracy of these forecasts by capturing complex spatio-temporal dynamics. However, the scalability of GNNs remains a challenge due to their exponential growth in model complexity with increasing nodes in the graph. Existing methods to address this issue, including sparsification, decomposition, and kernel-based approaches, either do not fully resolve the complexity issue or risk compromising predictive accuracy. This paper introduces GraphSparseNet (GSNet), a novel framework designed to improve both the scalability and accuracy of GNN-based traffic forecasting models. GraphSparseNet is comprised of two core modules: the Feature Extractor and the Relational Compressor. These modules operate with linear time and space complexity, thereby reducing the overall computational complexity of the model to a linear scale. Our extensive experiments on multiple real-world datasets demonstrate that GraphSparseNet not only significantly reduces training time by 3.51x compared to state-of-the-art linear models but also maintains high predictive performance.",,,"Kong, Weiyang and Wu, Kaiqi and Zhang, Sen and Liu, Yubao",,10.14778/3734839.3734862,,2150-8097,March 2025,Proc. VLDB Endow.,,,,7,13,2295–2307,VLDB Endowment,,GraphSparseNet: A Novel Method for Large Scale Traffic Flow Prediction,https://doi.org/10.14778/3734839.3734862,18,2025
inproceedings,10.1145/3639631.3639648,"This research proposes a novel approach for forecasting cryptocurrency prices, specifically Bitcoin which dominates the market. Accurately predicting cryptocurrency values is challenging due to their highly volatile nature. The proposed hybrid model uses ResNet Convolutional Neural Network to encode Bitcoin price time series data into discriminative representations. These representations capture long-range dependencies using XGBoost regression. Additionally, wavelet denoising is applied to filter noise from the price data. The combined ResNet-XGBoost-Wavelet model achieves satisfactory results for Bitcoin price forecasting and has practical applications for developing quantitative trading strategies. While incorporating sentiment analysis and additional influencing factors could further improve predictions, this work presents a competitive approach for minimizing investment risks and maximizing profits in the complex domain of cryptocurrency markets.","New York, NY, USA",,"Yamak, Peter T and Li, Yujian and Zhang, Ting and Dakurah, Kyefondeme C.","Proceedings of the 2023 6th International Conference on Algorithms, Computing and Artificial Intelligence",10.1145/3639631.3639648,9798400709203,,,,"Bitcoin, CNN, ResNet, Time Series, Wavelet-Denoised, XGBoost","Sanya, China",,,10,103–112,Association for Computing Machinery,ACAI '23,Leveraging ResNet CNN and XGBoost for Enhanced Bitcoin Price Forecasting,https://doi.org/10.1145/3639631.3639648,,2024
article,10.1145/3565973,"The Internet of Things (IoT) boom has revolutionized almost every corner of people’s daily lives: healthcare, environment, transportation, manufacturing, supply chain, and so on. With the recent development of sensor and communication technology, IoT artifacts, including smart wearables, cameras, smartwatches, and autonomous systems can accurately measure and perceive their surrounding environment. Continuous sensing generates massive amounts of data and presents challenges for machine learning. Deep learning models (e.g., convolution neural networks and recurrent neural networks) have been extensively employed in solving IoT tasks by learning patterns from multi-modal sensory data. Graph neural networks (GNNs), an emerging and fast-growing family of neural network models, can capture complex interactions within sensor topology and have been demonstrated to achieve state-of-the-art results in numerous IoT learning tasks. In this survey, we present a comprehensive review of recent advances in the application of GNNs to the IoT field, including a deep dive analysis of GNN design in various IoT sensing environments, an overarching list of public data and source codes from the collected publications, and future research directions. To keep track of newly published works, we collect representative papers and their open-source implementations and create a Github repository at GNN4IoT.","New York, NY, USA",47,"Dong, Guimin and Tang, Mingyue and Wang, Zhiyuan and Gao, Jiechao and Guo, Sikun and Cai, Lihua and Gutierrez, Robert and Campbel, Bradford and Barnes, Laura E. and Boukhechba, Mehdi",,10.1145/3565973,,1550-4859,May 2023,ACM Trans. Sen. Netw.,"Graph neural network, Internet of Things, sensor network, survey",,,2,50,,Association for Computing Machinery,,Graph Neural Networks in IoT: A Survey,https://doi.org/10.1145/3565973,19,2023
article,10.1145/3451394,"Crowd flow prediction is an essential task benefiting a wide range of applications for the transportation system and public safety. However, it is a challenging problem due to the complex spatio-temporal dependence and the complicated impact of urban structure on the crowd flow patterns. In this article, we propose a novel framework, 3-Dimensional Graph Convolution Network (3DGCN), to predict citywide crowd flow. We first model it as a dynamic spatio-temporal graph prediction problem, where each node represents a region with time-varying flows, and each edge represents the origin–destination (OD) flow between its corresponding regions. As such, OD flows among regions are treated as a proxy for the spatial interactions among regions. To tackle the complex spatio-temporal dependence, our proposed 3DGCN can model the correlation among graph spatial and temporal neighbors simultaneously. To learn and incorporate urban structures in crowd flow prediction, we design the GCN aggregator to be learned from both crowd flow prediction and region function inference at the same time. Extensive experiments with real-world datasets in two cities demonstrate that our model outperforms state-of-the-art baselines by 9.6\%∼19.5\% for the next-time-interval prediction.","New York, NY, USA",110,"Xia, Tong and Lin, Junjie and Li, Yong and Feng, Jie and Hui, Pan and Sun, Funing and Guo, Diansheng and Jin, Depeng",,10.1145/3451394,,1556-4681,June 2021,ACM Trans. Knowl. Discov. Data,"Graph neural network, traffic flow prediction, urban computing",,,6,21,,Association for Computing Machinery,,3DGCN: 3-Dimensional Dynamic Graph Convolutional Network for Citywide Crowd Flow Prediction,https://doi.org/10.1145/3451394,15,2021
inproceedings,10.1145/3589132.3625631,"Mining spatio-temporal correlation patterns for traffic prediction is a well-studied field. However, most approaches are based on the assumption of the availability of and accessibility to a sufficiently dense data source, which is rather the rare case in reality. Traffic sensors in road networks are generally highly sparse in their distribution: fleet-based traffic sensing is sparse in space but also sparse in time. There are also other traffic application, besides road traffic, like moving objects in the marine space, where observations are sparsely and arbitrarily distributed in space. In this paper, we tackle the problem of traffic prediction on sparse and spatially irregular and non-deterministic traffic observations. We draw a border between imputations and this work as we consider high sparsity rates and no fixed sensor locations. We advance correlation mining methods with a Sparse Unstructured Spatio Temporal Reconstruction (SUSTeR) framework that reconstructs traffic states from sparse non-stationary observations. For the prediction the framework creates a hidden context traffic state which is enriched in a residual fashion with each observation. Such an assimilated hidden traffic state can be used by existing traffic prediction methods to predict future traffic states. We query these states with query locations from the spatial domain.","New York, NY, USA",81,W\,Proceedings of the 31st ACM International Conference on Advances in Geographic Information Systems,10.1145/3589132.3625631,9798400701689,,,,"sparse data, spatio-temporal, unstructured observations, imputation, traffic prediction","Hamburg, Germany",,,10,,Association for Computing Machinery,SIGSPATIAL '23,SUSTeR: Sparse Unstructured Spatio Temporal Reconstruction on Traffic Prediction,https://doi.org/10.1145/3589132.3625631,,2023
inproceedings,10.1145/3604237.3626851,"Thanks to the access to the labeled orders on the CAC40 data from Euronext, we are able to analyze agents’ behaviors in the market based on their placed orders. In this study, we construct a self-supervised learning model using triplet loss to effectively learn the representation of agent market orders. By acquiring this learned representation, various downstream tasks become feasible. In this work, we utilize the K-means clustering algorithm on the learned representation vectors of agent orders to identify distinct behavior types within each cluster.","New York, NY, USA",,"Ruan, Ruihua",Proceedings of the Fourth ACM International Conference on AI in Finance,10.1145/3604237.3626851,9798400702402,,,,"Liquidity takers, agent behaviors, agent-based model, clustering, contrastive learning, triplet loss","Brooklyn, NY, USA",,,9,601–609,Association for Computing Machinery,ICAIF '23,Liquidity takers behavior representation through a contrastive learning approach,https://doi.org/10.1145/3604237.3626851,,2023
inproceedings,10.1109/ASONAM55673.2022.10068595,"With the increase in volume of daily online news items, it is more and more difficult for readers to identify news articles relevant to their interests. Thus, effective recommendation systems are critical for an effective user news consumption experience. Existing news recommendation methods usually rely on the news click history to model user interest. However, there are other signals about user behaviors, such as user commenting activity, which have not been used before. We propose a recommendation algorithm that predicts articles a user may be interested in, given her historical sequential commenting behavior on news articles. We show that following this sequential user behavior the news recommendation problem falls into in the class of session-based recommendation. The techniques in this class seek to model users' sequential and temporal behaviors. While we seek to follow the general directions in this space, we face unique challenges specific to news in modeling temporal dynamics, e.g., users' interests shift over time, users comment irregularly on articles, and articles are perishable items with limited lifespans. We propose a recency-regularized neural attentive framework for session-based news recommendation. The proposed method is able to capture the temporal dynamics of both users and news articles, while maintaining interpretability. We design a lag-aware attention and a recency regularization to model the time effect of news articles and comments. We conduct extensive empirical studies on 3 real-world news datasets to demonstrate the effectiveness of our method.",,,"Shen, Chen and Han, Chao and He, Lihong and Mukherjee, Arjun and Obradovic, Zoran and Dragut, Eduard",Proceedings of the 2022 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,10.1109/ASONAM55673.2022.10068595,9781665456616,,,,"recommender systems, neural networks, session based recommendation","Istanbul, Turkey",,,8,163–170,IEEE Press,ASONAM '22,Session-Based News Recommendation from Temporal User Commenting Dynamics,https://doi.org/10.1109/ASONAM55673.2022.10068595,,2023
inproceedings,10.1145/3580305.3599303,"Automated Machine Learning (AutoML) is a promising direction for democratizing AI by automatically deploying Machine Learning systems with minimal human expertise. The core technical challenge behind AutoML is optimizing the pipelines of Machine Learning systems (e.g. the choice of preprocessing, augmentations, models, optimizers, etc.). Existing Pipeline Optimization techniques fail to explore deep interactions between pipeline stages/components. As a remedy, this paper proposes a novel neural architecture that captures the deep interaction between the components of a Machine Learning pipeline. We propose embedding pipelines into a latent representation through a novel per-component encoder mechanism. To search for optimal pipelines, such pipeline embeddings are used within deep-kernel Gaussian Process surrogates inside a Bayesian Optimization setup. Furthermore, we meta-learn the parameters of the pipeline embedding network using existing evaluations of pipelines on diverse collections of related datasets (a.k.a. meta-datasets). Through extensive experiments on three large-scale meta-datasets, we demonstrate that pipeline embeddings yield state-of-the-art results in Pipeline Optimization.","New York, NY, USA",,"Pineda Arango, Sebastian and Grabocka, Josif",Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,10.1145/3580305.3599303,9798400701030,,,,"automl, deep kernel gaussian processes, meta-learning, pipeline optimization","Long Beach, CA, USA",,,13,1907–1919,Association for Computing Machinery,KDD '23,Deep Pipeline Embeddings for AutoML,https://doi.org/10.1145/3580305.3599303,,2023
article,10.1109/TNET.2021.3136707,"Precise citywide mobile traffic prediction is of great significance for intelligent network planning and proactive service provisioning. Current traffic prediction approaches mainly focus on training a well-performed model for the cities with a large amount of mobile traffic data. However, for the cities with scarce data, the prediction performance will be greatly limited. To tackle this problem, in this paper we propose a novel cross-city deep transfer learning framework named CCTP for citywide mobile traffic prediction in cities with data scarcity. Specifically, we first present a novel spatial-temporal learning model and pre-train the model by abundant data of a source city to obtain prior knowledge of mobile traffic dynamics. We then devise an efficient generative adversarial network (GAN) based cross-domain adapter for distribution alignment between target data and source data. To deal with data scarcity issue in some clusters of target city, we further design an inter-cluster transfer learning strategy for performance enhancement. Extensive experiments conducted on real-world mobile traffic datasets demonstrate that our proposed CCTP framework can achieve superior performance in citywide mobile traffic prediction with data scarcity.",,,"Wu, Qiong and He, Kaiwen and Chen, Xu and Yu, Shuai and Zhang, Junshan",,10.1109/TNET.2021.3136707,,1063-6692,June 2022,IEEE/ACM Trans. Netw.,,,,3,13,1255–1267,IEEE Press,,Deep Transfer Learning Across Cities for Mobile Traffic Prediction,https://doi.org/10.1109/TNET.2021.3136707,30,2021
inproceedings,10.1145/3583780.3614962,"Urban time series data forecasting featuring significant contributions to sustainable development is widely studied as an essential task of the smart city. However, with the dramatic and rapid changes in the world environment, the assumption that data obey Independent Identically Distribution is undermined by the subsequent changes in data distribution, known as concept drift, leading to weak replicability and transferability of the model over unseen data. To address the issue, previous approaches typically retrain the model, forcing it to fit the most recent observed data. However, retraining is problematic in that it leads to model lag, consumption of resources, and model re-invalidation, causing the drift problem to be not well solved in realistic scenarios. In this study, we propose a new urban time series prediction model for the concept drift problem, which encodes the drift by considering the periodicity in the data and makes on-the-fly adjustments to the model based on the drift using a meta-dynamic network. Experiments on real-world datasets show that our design significantly outperforms state-of-the-art methods and can be well generalized to existing prediction backbones by reducing their sensitivity to distribution changes.","New York, NY, USA",,"Cai, Zekun and Jiang, Renhe and Yang, Xinyu and Wang, Zhaonan and Guo, Diansheng and Kobayashi, Hill Hiroki and Song, Xuan and Shibasaki, Ryosuke",Proceedings of the 32nd ACM International Conference on Information and Knowledge Management,10.1145/3583780.3614962,9798400701245,,,,"concept drift, domain adaptation, time series, urban computing","Birmingham, United Kingdom",,,10,193–202,Association for Computing Machinery,CIKM '23,MemDA: Forecasting Urban Time Series with Memory-based Drift Adaptation,https://doi.org/10.1145/3583780.3614962,,2023
inproceedings,10.1145/3511808.3557243,"Traffic prediction plays an important role in many intelligent transportation systems. Many existing works design static neural network architecture to capture complex spatio-temporal correlations, which is hard to adapt to different datasets. Although recent neural architecture search approaches have addressed this problem, it still adopts a coarse-grained search with pre-defined and fixed components in the search space for spatio-temporal modeling. In this paper, we propose a novel neural architecture search framework, entitled AutoSTS, for automated spatio-temporal synchronous modeling in traffic prediction. To be specific, we design a graph neural network (GNN) based architecture search module to capture localized spatio-temporal correlations, where multiple graphs built from different perspectives are jointly utilized to find a better message passing way for mining such correlations. Further, we propose a convolutional neural network (CNN) based architecture search module to capture temporal dependencies with various ranges, where gated temporal convolutions with different kernel sizes and convolution types are designed in search space. Extensive experiments on six public datasets demonstrate that our model can achieve 4\%-10\% improvements compared with other methods.","New York, NY, USA",,"Li, Fuxian and Yan, Huan and Jin, Guangyin and Liu, Yue and Li, Yong and Jin, Depeng",Proceedings of the 31st ACM International Conference on Information \&amp; Knowledge Management,10.1145/3511808.3557243,9781450392365,,,,"graph convolution, spatio-temporal modeling, traffic prediction","Atlanta, GA, USA",,,10,1084–1093,Association for Computing Machinery,CIKM '22,Automated Spatio-Temporal Synchronous Modeling with Multiple Graphs for Traffic Prediction,https://doi.org/10.1145/3511808.3557243,,2022
inproceedings,10.1145/3637528.3671751,"Missing data is a pervasive issue in both scientific and engineering tasks, especially for the modeling of spatiotemporal data. Existing imputation solutions mainly include low-rank models and deep learning models. The former assumes general structural priors but has limited model capacity. The latter possesses salient expressivity, but lacks prior knowledge of the underlying spatiotemporal structures. Leveraging the strengths of both two paradigms, we demonstrate a low rankness-induced Transformer to achieve a balance between strong inductive bias and high expressivity. The exploitation of the inherent structures of spatiotemporal data enables our model to learn balanced signal-noise representations, making it generalizable for a variety of imputation tasks. We demonstrate its superiority in terms of accuracy, efficiency, and versatility in heterogeneous datasets, including traffic flow, solar energy, smart meters, and air quality. Promising empirical results provide strong conviction that incorporating time series primitives, such as low-rankness, can substantially facilitate the development of a generalizable model to approach a wide range of spatiotemporal imputation problems.","New York, NY, USA",,"Nie, Tong and Qin, Guoyang and Ma, Wei and Mei, Yuewen and Sun, Jian",Proceedings of the 30th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,10.1145/3637528.3671751,9798400704901,,,,"data imputation, low-rank modeling, missing data, spatiotemporal data, time series, transformers","Barcelona, Spain",,,12,2260–2271,Association for Computing Machinery,KDD '24,ImputeFormer: Low Rankness-Induced Transformers for Generalizable Spatiotemporal Imputation,https://doi.org/10.1145/3637528.3671751,,2024
article,10.1145/3450287,"Events are occurrences in specific locations, time, and semantics that nontrivially impact either our society or the nature, such as earthquakes, civil unrest, system failures, pandemics, and crimes. It is highly desirable to be able to anticipate the occurrence of such events in advance to reduce the potential social upheaval and damage caused. Event prediction, which has traditionally been prohibitively challenging, is now becoming a viable option in the big data era and is thus experiencing rapid growth, also thanks to advances in high performance computers and new Artificial Intelligence techniques. There is a large amount of existing work that focuses on addressing the challenges involved, including heterogeneous multi-faceted outputs, complex (e.g., spatial, temporal, and semantic) dependencies, and streaming data feeds. Due to the strong interdisciplinary nature of event prediction problems, most existing event prediction methods were initially designed to deal with specific application domains, though the techniques and evaluation procedures utilized are usually generalizable across different domains. However, it is imperative yet difficult to cross-reference the techniques across different domains, given the absence of a comprehensive literature survey for event prediction. This article aims to provide a systematic and comprehensive survey of the technologies, applications, and evaluations of event prediction in the big data era. First, systematic categorization and summary of existing techniques are presented, which facilitate domain experts’ searches for suitable techniques and help model developers consolidate their research at the frontiers. Then, comprehensive categorization and summary of major application domains are provided to introduce wider applications to model developers to help them expand the impacts of their research. Evaluation metrics and procedures are summarized and standardized to unify the understanding of model performance among stakeholders, model developers, and domain experts in various application domains. Finally, open problems and future directions are discussed. Additional resources related to event prediction are included in the paper website: http://cs.emory.edu/∼lzhao41/projects/event_prediction_site.html.","New York, NY, USA",94,"Zhao, Liang",,10.1145/3450287,,0360-0300,June 2022,ACM Comput. Surv.,"Event prediction, artificial intelligence, big data",,,5,37,,Association for Computing Machinery,,Event Prediction in the Big Data Era: A Systematic Survey,https://doi.org/10.1145/3450287,54,2021
article,10.14778/3681954.3681996,"Transformer-based models have facilitated numerous applications with superior performance. A key challenge in transformers is the quadratic dependency of its training time complexity on the length of the input sequence. A recent popular solution is using random feature attention (RFA) to approximate the costly vanilla attention mechanism. However, RFA relies on only a single, fixed projection for approximation, which does not capture the input distribution and can lead to low efficiency and accuracy, especially on time series data. In this paper, we propose DARKER, an efficient transformer with a novel DAta-dRiven KERnel-based attention mechanism. To precisely present the technical details, this paper discusses them with a fundamental time series task, namely, time series classification (tsc). First, the main novelty of DARKER lies in approximating the softmax kernel by learning multiple machine learning models with trainable weights as multiple projections offline, moving beyond the limitation of a fixed projection. Second, we propose a projection index (called pIndex) to efficiently search the most suitable projection for the input for training transformer. As a result, the overall time complexity of DARKER is linear with the input length. Third, we propose an indexing technique for efficiently computing the inputs required for transformer training. Finally, we evaluate our method on 14 real-world and 2 synthetic time series datasets. The experiments show that DARKER is 3\texttimes{",,,"Zuo, Rundong and Li, Guozhong and Cao, Rui and Choi, Byron and Xu, Jianliang and Bhowmick, Sourav S",,10.14778/3681954.3681996,,2150-8097,July 2024,Proc. VLDB Endow.,,,,11,14,3229–3242,VLDB Endowment,,DARKER: Efficient Transformer with Data-Driven Attention Mechanism for Time Series,https://doi.org/10.14778/3681954.3681996,17,2024
inproceedings,10.1145/3580305.3599893,"Online learning is a powerful technique that allows models to adjust to concept drift in dynamically changing graphs. This approach is crucial for large mobility-based companies like Grab, where batch-learning methods fail to keep up with the large amount of training data. Our work focuses on scaling graph neural network mixture of expert (MoE) models for real-time traffic speed prediction on road networks, while meeting high accuracy and low latency requirements. Conventional spatio-temporal and incremental MoE frameworks struggle with poor inference accuracy and linear time complexity when scaling experts, for the latter, leading to prohibitively high latency in model updates. To address this issue, we introduce the Indexed Router, a novel method that categorizes experts into a structured hierarchy called the indexed tree. This approach reduces the time to scale and search N number of experts from O(N) to O(log N), making it ideal for online learning under tight service level agreements. Our experiments show that these time savings do not compromise inference accuracy, and our Indexed Router outperforms state-of-the-art spatio-temporal and incremental MoE models in terms of traffic speed prediction accuracy on real-life GPS traces from Grab's database and publicly available records. In summary, the Indexed Router enables MoE models to scale across large numbers of experts with low latency, while accurately identifying the relevant experts for inference.","New York, NY, USA",,"Kang, Johan Kok Zhi and Tan, Sien Yi and He, Bingsheng and Zhang, Zhen",Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,10.1145/3580305.3599893,9798400701030,,,,"mixture of experts, online learning, temporal concept drift","Long Beach, CA, USA",,,12,4308–4319,Association for Computing Machinery,KDD '23,Real Time Index and Search Across Large Quantities of GNN Experts for Low Latency Online Learning,https://doi.org/10.1145/3580305.3599893,,2023
inproceedings,10.1145/3580305.3599925,"Travel Time Estimation (TTE) aims to accurately forecast the expected trip duration from an origin to a destination. As one of the world's largest ride-hailing platforms, DiDi answers billions of TTE queries per day. The quality of TTE directly decides the customer's experience and the effectiveness of passenger-to-driver matching. However, existing studies mainly regard TTE as a deterministic regression problem and focus on improving the prediction accuracy of a single label, which overlooks the travel time uncertainty induced by various dynamic contextual factors. To this end, in this paper, we propose a probabilistic framework, ProbTTE, for uncertainty-aware travel time prediction. Specifically, the framework first transforms the single-label regression task to a multi-class classification problem to estimate the implicit travel time distribution. Moreover, we propose an adaptive local label-smoothing scheme to capture the ordinal inter-class relationship among soft travel time labels. Furthermore, we construct a route-wise log-normal distribution regularizer to absorb prior knowledge from large-scale historical trip data. By explicitly considering the travel uncertainty, the proposed approach not only improves the TTE accuracy but also provides additional travel time information to benefit downstream tasks in ride-hailing. Extensive experiments on real-world datasets demonstrate the superiority of the proposed framework compared with state-of-the-art travel time prediction algorithms. In addition, ProbTTE has been deployed in production at DiDi in late 2022 to empower various order dispatching services, and improves passenger and driver experiences significantly.","New York, NY, USA",,"Liu, Hao and Jiang, Wenzhao and Liu, Shui and Chen, Xi",Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,10.1145/3580305.3599925,9798400701030,,,,"deep neural networks, order dispatching, probabilistic forecasting, travel time estimation","Long Beach, CA, USA",,,11,4516–4526,Association for Computing Machinery,KDD '23,Uncertainty-Aware Probabilistic Travel Time Prediction for On-Demand Ride-Hailing at DiDi,https://doi.org/10.1145/3580305.3599925,,2023
inproceedings,10.1145/3534678.3539397,"Spatial temporal forecasting plays an important role in improving the quality and performance of Intelligent Transportation Systems. This task is rather challenging due to the complicated and long-range spatial temporal dependencies in traffic network. Existing studies typically employ different deep neural networks to learn the spatial and temporal representations so as to capture the complex and dynamic dependencies. In this paper, we argue that it is insufficient to capture the long-range spatial dependencies from the implicit representations learned by temporal extracting modules. To address this problem, we propose Multi-Step Dependency Relation (MSDR), a brand new variant of recurrent neural network. Instead of only looking at the hidden state from only one latest time step, MSDR explicitly takes those of multiple historical time steps as the input of each time unit. We also develop two strategies to incur the spatial information into the dependency relation embedding between multiple historical time steps and the current one in MSDR. On the basis of it, we propose the Graph-based MSDR (GMSDR) framework to support general spatial temporal forecasting applications by seamlessly integrating graph-based neural networks with MSDR. We evaluate our proposed approach on several popular datasets. The results show that the proposed GMSDR framework outperforms state-of-the-art methods by an obvious margin.","New York, NY, USA",,"Liu, Dachuan and Wang, Jin and Shang, Shuo and Han, Peng",Proceedings of the 28th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,10.1145/3534678.3539397,9781450393850,,,,"multi-step dependency, neural networks, relation embedding, traffic forecasting","Washington DC, USA",,,9,1042–1050,Association for Computing Machinery,KDD '22,MSDR: Multi-Step Dependency Relation Networks for Spatial Temporal Forecasting,https://doi.org/10.1145/3534678.3539397,,2022
article,10.1145/3729226,"Trajectory prediction aims to estimate an entity’s future path using its current position and historical movement data, benefiting fields like autonomous navigation, robotics, and human movement analytics. Deep learning approaches have become key in this area, utilizing large-scale trajectory datasets to model movement patterns, but face challenges in managing complex spatial dependencies and adapting to dynamic environments. To address these challenges, we introduce TrajLearn, a novel model for trajectory prediction that leverages generative modeling of higher-order mobility flows based on hexagonal spatial representation. TrajLearn predicts the next k steps by integrating a customized beam search for exploring multiple potential paths while maintaining spatial continuity. We conducted a rigorous evaluation of TrajLearn, benchmarking it against leading state-of-the-art approaches and meaningful baselines. The results indicate that TrajLearn achieves significant performance gains, with improvements of up to ~40\% across multiple real-world trajectory datasets. In addition, we evaluated different prediction horizons (i.e., various values of k), conducted resolution sensitivity analysis, and performed ablation studies to assess the impact of key model components. Furthermore, we developed a novel algorithm to generate mixed-resolution maps by hierarchically subdividing hexagonal regions into finer segments within a specified observation area. This approach supports selective detailing, applying finer resolution to areas of interest or high activity (e.g., urban centers) while using coarser resolution for less significant regions (e.g., rural or uninhabited areas), effectively reducing data storage requirements and computational overhead. We promote reproducibility and adaptability by offering complete code, data, and detailed documentation with flexible configuration options for various applications.","New York, NY, USA",12,"Nadiri, Amirhossein and Li, Jing and Faraji, Ali and Abuoda, Ghadeer and Papagelis, Manos",,10.1145/3729226,,2374-0353,September 2025,ACM Trans. Spatial Algorithms Syst.,"Mobility data analytics, spatial data mining, trajectory prediction, deep generative models",,,3,33,,Association for Computing Machinery,,TrajLearn: Trajectory Prediction Learning using Deep Generative Models,https://doi.org/10.1145/3729226,11,2025
inproceedings,10.1145/3580305.3599391,"Existing anomaly detection models for time series are primarily trained with normal-point-dominant data and would become ineffective when anomalous points intensively occur in certain episodes. To solve this problem, we propose a new approach, called DiffAD, from the perspective of time series imputation. Unlike previous prediction- and reconstruction-based methods that adopt either partial or complete data as observed values for estimation, DiffAD uses a density ratio-based strategy to select normal observations flexibly that can easily adapt to the anomaly concentration scenarios. To alleviate the model bias problem in the presence of anomaly concentration, we design a new denoising diffusion-based imputation method to enhance the imputation performance of missing values with conditional weight-incremental diffusion, which can preserve the information of observed values and substantially improves data generation quality for stable anomaly detection. Besides, we customize a multi-scale state space model to capture the long-term dependencies across episodes with different anomaly patterns. Extensive experimental results on real-world datasets show that DiffAD performs better than state-of-the-art benchmarks.","New York, NY, USA",,"Xiao, Chunjing and Gou, Zehua and Tai, Wenxin and Zhang, Kunpeng and Zhou, Fan",Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,10.1145/3580305.3599391,9798400701030,,,,"data imputation, diffusion models, state space model, time series","Long Beach, CA, USA",,,10,2742–2751,Association for Computing Machinery,KDD '23,Imputation-based Time-Series Anomaly Detection with Conditional Weight-Incremental Diffusion Models,https://doi.org/10.1145/3580305.3599391,,2023
inproceedings,10.1145/3450439.3451872,"Generating interpretable visualizations of multivariate time series in the intensive care unit is of great practical importance. Clinicians seek to condense complex clinical observations into intuitively understandable critical illness patterns, like failures of different organ systems. They would greatly benefit from a low-dimensional representation in which the trajectories of the patients' pathology become apparent and relevant health features are highlighted. To this end, we propose to use the latent topological structure of Self-Organizing Maps (SOMs) to achieve an interpretable latent representation of ICU time series and combine it with recent advances in deep clustering. Specifically, we (a) present a novel way to fit SOMs with probabilistic cluster assignments (PSOM), (b) propose a new deep architecture for probabilistic clustering (DPSOM) using a VAE, and (c) extend our architecture to cluster and forecast clinical states in time series (T-DPSOM). We show that our model achieves superior clustering performance compared to state-of-the-art SOM-based clustering methods while maintaining the favorable visualization properties of SOMs. On the eICU data-set, we demonstrate that T-DPSOM provides interpretable visualizations of patient state trajectories and uncertainty estimation. We show that our method rediscovers well-known clinical patient characteristics, such as a dynamic variant of the Acute Physiology And Chronic Health Evaluation (APACHE) score. Moreover, we illustrate how it can disentangle individual organ dysfunctions on disjoint regions of the two-dimensional SOM map.","New York, NY, USA",,"Manduchi, Laura and H\","Proceedings of the Conference on Health, Inference, and Learning",10.1145/3450439.3451872,9781450383592,,,,,"Virtual Event, USA",,,10,236–245,Association for Computing Machinery,CHIL '21,T-DPSOM: an interpretable clustering method for unsupervised learning of patient health states,https://doi.org/10.1145/3450439.3451872,,2021
article,10.1145/3441444,"The prediction of the Customer Lifetime Value (CLV) is an important asset for tool-supported marketing by customer relationship managers. Since standard methods based on purchase recency, frequency, and past profit and revenue statistics often have limited predictive power, advanced machine learning (ML) techniques were applied to this task in recent years. However, existing approaches are often not fully capable of modeling certain temporal patterns that can be commonly found in practice, such as periodic purchasing behavior of customers. To address these shortcomings, we propose a novel method for CLV prediction based on a combination of several ML techniques. At its core, our method consists of a tailored deep learning approach based on encoder–decoder sequence-to-sequence recurrent neural networks with augmented temporal convolutions. This model is then combined with gradient boosting machines (GBMs) and a set of novel features in a hybrid framework. Empirical evaluations based on real-world data from a larger e-commerce company and a public dataset from the domain of online retail show that already the sequence-based model leads to competitive performance results. Stacking it with the GBM model is synergistic and further improves accuracy, indicating that the two models capture different patterns in the data.","New York, NY, USA",80,"Bauer, Josef and Jannach, Dietmar",,10.1145/3441444,,1556-4681,October 2021,ACM Trans. Knowl. Discov. Data,"Customer lifetime value, machine learning, neural networks",,,5,37,,Association for Computing Machinery,,Improved Customer Lifetime Value Prediction With Sequence-To-Sequence Learning and Feature-Based Models,https://doi.org/10.1145/3441444,15,2021
